Transaction_ID,Customer_ID,Account_Number,Transaction_Date,Transaction_Time,Transaction_Type,Amount,Merchant,Merchant_Category,Province,City,Device_Type,Device_OS,IP_Address,Login_Location,Card_Present,International,Previous_24hr_Transactions,Previous_24hr_Amount,Account_Age_Months,Customer_Age,Risk_Score,Fraud_Indicators,Fraud_Flag,Fraud_Type,Age_Group
T0001167,C00714,****8032,2025-09-24,06:18:00,Bill Payment,3931.63,Checkers,Grocery,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.212.68,Gauteng,Yes,No,8,11823.51,179,47,65,No Fraud,No,No Fraud,41-50
T0001168,C01090,****2143,2025-02-07,08:56:00,POS Purchase,3549.67,Checkers,Grocery,Gauteng,Johannesburg,ATM,iPhone,196.1.120.219,Gauteng,Yes,No,11,15549.38,236,65,42,No Fraud,No,No Fraud,61-70
T0001169,C00033,****9192,2025-08-17,02:13:00,POS Purchase,1828.2,Eskom,Utilities,Western Cape,Cape Town,Branch,Windows,196.1.65.32,Western Cape,Yes,No,3,18656.47,144,54,35,No Fraud,No,No Fraud,51-60
T0001170,C00041,****4678,2025-11-15,20:04:00,Bill Payment,4055.74,Shoprite,Grocery,Gauteng,Johannesburg,ATM,Android,196.1.221.16,Gauteng,Yes,No,6,7221.87,68,46,44,No Fraud,No,No Fraud,41-50
T0001171,C00471,****1375,2025-02-19,22:47:00,ATM Withdrawal,1206.43,Takealot,Electronics,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.205.141,KwaZulu-Natal,Yes,No,7,3429.31,152,34,32,No Fraud,No,No Fraud,31-40
T0001172,C00744,****2695,2025-08-25,23:33:00,Online Transfer,4037.15,Checkers,Grocery,Gauteng,Johannesburg,ATM,iPhone,196.1.153.199,Gauteng,No,No,7,18467.22,122,78,7,No Fraud,No,No Fraud,71-80
T0001173,C01050,****2999,2025-11-14,06:54:00,Deposit,601.47,Checkers,Grocery,Western Cape,Cape Town,Branch,Android,196.1.162.118,Western Cape,No,No,19,14332.21,183,64,55,No Fraud,No,No Fraud,61-70
T0001174,C00144,****7424,2025-12-26,15:50:00,Bill Payment,1652.69,Eskom,Utilities,Western Cape,Cape Town,Mobile App,Windows,196.1.114.93,Western Cape,No,No,12,8618.03,148,29,25,No Fraud,No,No Fraud,18-30
T0001175,C00275,****2345,2025-08-19,09:47:00,ATM Withdrawal,3465.61,Eskom,Utilities,Western Cape,Cape Town,ATM,Android,196.1.84.27,Western Cape,Yes,No,9,11750.57,182,42,29,No Fraud,No,No Fraud,41-50
T0001176,C00381,****9716,2025-12-31,18:48:00,EFT,2463.4,Engen,Fuel,Eastern Cape,Gqeberha,Internet Banking,Windows,196.1.22.7,Eastern Cape,Yes,No,10,15378.43,171,26,57,No Fraud,No,No Fraud,18-30
T0001177,C00844,****4868,2025-03-12,11:55:00,Online Transfer,4139.04,Shoprite,Grocery,Western Cape,Cape Town,ATM,iPhone,196.1.202.65,Western Cape,Yes,No,20,18223.29,155,29,57,No Fraud,No,No Fraud,18-30
T0001178,C00773,****5355,2025-09-06,22:21:00,ATM Withdrawal,1711.31,Takealot,Electronics,Western Cape,Cape Town,Mobile App,Windows,196.1.185.132,Western Cape,No,No,12,978.79,37,59,3,No Fraud,No,No Fraud,51-60
T0001179,C00646,****9161,2025-06-09,23:42:00,POS Purchase,4219.48,Shoprite,Grocery,Western Cape,Cape Town,ATM,Android,196.1.185.29,Western Cape,Yes,No,16,4571.25,42,19,32,No Fraud,No,No Fraud,18-30
T0001180,C00888,****3710,2025-06-01,04:22:00,Online Transfer,889.43,Eskom,Utilities,KwaZulu-Natal,Durban,Mobile App,Mac,196.1.6.67,KwaZulu-Natal,Yes,No,13,12139.65,43,33,18,No Fraud,No,No Fraud,31-40
T0001181,C00039,****9362,2025-01-28,14:19:00,ATM Withdrawal,2790.96,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Windows,196.1.74.75,Eastern Cape,Yes,No,6,9163.63,47,21,60,No Fraud,No,No Fraud,18-30
T0001182,C00237,****2091,2025-12-04,23:16:00,EFT,4209.83,Takealot,Electronics,KwaZulu-Natal,Durban,Branch,iPhone,196.1.152.129,KwaZulu-Natal,Yes,No,10,11077.08,84,52,47,No Fraud,No,No Fraud,51-60
T0001183,C00133,****7727,2025-09-11,19:09:00,EFT,4148.37,Shoprite,Grocery,Gauteng,Johannesburg,Branch,Mac,196.1.74.196,Gauteng,Yes,No,5,18529.93,84,78,2,No Fraud,No,No Fraud,71-80
T0001184,C00608,****5270,2025-11-27,22:13:00,POS Purchase,117.71,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,iPhone,196.1.206.149,KwaZulu-Natal,Yes,No,0,11265.13,77,75,27,No Fraud,No,No Fraud,71-80
T0001185,C00837,****1475,2025-08-09,03:58:00,Online Transfer,1535.22,Checkers,Grocery,Western Cape,Cape Town,ATM,Android,196.1.156.174,Western Cape,Yes,No,1,166.54,240,68,35,No Fraud,No,No Fraud,61-70
T0001186,C00084,****9335,2025-09-29,03:49:00,Bill Payment,2804.95,Takealot,Electronics,Gauteng,Johannesburg,ATM,Windows,196.1.179.247,Gauteng,Yes,No,16,10935.43,2,75,62,No Fraud,No,No Fraud,71-80
T0001187,C00389,****5196,2025-01-27,02:28:00,POS Purchase,878.87,Shoprite,Grocery,Western Cape,Cape Town,Internet Banking,Mac,196.1.53.61,Western Cape,Yes,No,19,8788.21,235,50,28,No Fraud,No,No Fraud,41-50
T0001188,C01060,****3708,2025-01-21,18:32:00,EFT,4824.69,Engen,Fuel,Western Cape,Cape Town,ATM,Windows,196.1.130.198,Western Cape,No,No,16,5485.56,157,32,66,No Fraud,No,No Fraud,31-40
T0001189,C01099,****2077,2025-04-04,18:55:00,POS Purchase,57251.85,Engen,Fuel,Gauteng,Johannesburg,Mobile App,Mac,196.1.130.173,Gauteng,Yes,Yes,14,2168.14,238,47,74,High Amount;New Device,Yes,Account Takeover,41-50
T0001190,C01111,****4345,2025-07-13,12:28:00,Bill Payment,70722.43,Engen,Fuel,Eastern Cape,Gqeberha,ATM,Android,196.1.28.56,Eastern Cape,No,Yes,0,2522.26,80,65,97,High Amount;New Device,Yes,Account Takeover,61-70
T0001191,C00116,****6512,2025-05-13,00:49:00,Deposit,9933.84,Engen,Fuel,Eastern Cape,Gqeberha,Mobile App,Android,196.1.138.78,Eastern Cape,Yes,No,17,2031.47,149,43,78,High Amount;New Device,Yes,Account Takeover,41-50
T0001192,C00635,****6795,2025-06-16,22:21:00,POS Purchase,383.49,Takealot,Electronics,Western Cape,Cape Town,Mobile App,Android,196.1.206.254,Western Cape,Yes,No,7,18727.52,199,66,34,No Fraud,No,No Fraud,61-70
T0001193,C00827,****6121,2025-03-10,08:05:00,Bill Payment,1908.59,Shoprite,Grocery,Gauteng,Johannesburg,Branch,Android,196.1.41.56,Gauteng,Yes,No,6,8050.83,51,42,4,No Fraud,No,No Fraud,41-50
T0001194,C01054,****5183,2025-03-28,18:32:00,EFT,2991.44,Takealot,Electronics,Eastern Cape,Gqeberha,Branch,iPhone,196.1.9.211,Eastern Cape,Yes,No,14,1815.59,145,75,50,No Fraud,No,No Fraud,71-80
T0001195,C00731,****8138,2025-06-01,23:43:00,EFT,1500.61,Checkers,Grocery,Eastern Cape,Gqeberha,Mobile App,Mac,196.1.144.140,Eastern Cape,Yes,No,9,10145.13,188,21,42,No Fraud,No,No Fraud,18-30
T0001196,C00791,****2649,2025-09-15,07:11:00,EFT,43.26,Engen,Fuel,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.249.150,KwaZulu-Natal,Yes,No,18,7145.17,36,61,11,No Fraud,No,No Fraud,61-70
T0001197,C00490,****1747,2025-05-08,15:42:00,POS Purchase,662.02,Shoprite,Grocery,Western Cape,Cape Town,Branch,Mac,196.1.231.97,Western Cape,Yes,No,8,155.25,77,67,52,No Fraud,No,No Fraud,61-70
T0001198,C00610,****6337,2025-05-15,18:07:00,POS Purchase,2713.63,Takealot,Electronics,Gauteng,Johannesburg,Branch,iPhone,196.1.103.101,Gauteng,Yes,No,2,3860.53,137,38,45,No Fraud,No,No Fraud,31-40
T0001199,C00227,****3470,2025-09-25,19:04:00,Bill Payment,3426.34,Engen,Fuel,KwaZulu-Natal,Durban,ATM,Android,196.1.119.13,KwaZulu-Natal,Yes,No,18,4538.48,17,35,60,No Fraud,No,No Fraud,31-40
T0001200,C00598,****2387,2025-04-10,11:45:00,Online Transfer,3608.76,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,Windows,196.1.50.131,Eastern Cape,Yes,No,10,11527.13,227,42,41,No Fraud,No,No Fraud,41-50
T0001201,C00335,****6724,2025-06-05,04:59:00,Deposit,4785.01,Shoprite,Grocery,KwaZulu-Natal,Durban,ATM,Android,196.1.0.82,KwaZulu-Natal,Yes,No,0,16808.18,170,36,26,No Fraud,No,No Fraud,31-40
T0001202,C00699,****6978,2025-11-14,20:56:00,EFT,2096.71,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Android,196.1.114.210,KwaZulu-Natal,Yes,No,1,3955.97,15,60,48,No Fraud,No,No Fraud,51-60
T0001203,C01040,****8671,2025-02-24,14:30:00,EFT,47265.44,Shoprite,Grocery,Western Cape,Cape Town,Branch,iPhone,196.1.151.135,Western Cape,Yes,No,18,2351.7,151,57,79,High Amount;New Device,Yes,Identity Theft,51-60
T0001204,C00412,****9303,2025-03-28,04:57:00,POS Purchase,4771.14,Checkers,Grocery,KwaZulu-Natal,Durban,Mobile App,iPhone,196.1.7.127,KwaZulu-Natal,No,No,10,18175.64,223,48,10,No Fraud,No,No Fraud,41-50
T0001205,C00048,****2547,2025-11-08,17:12:00,Bill Payment,136.86,Takealot,Electronics,KwaZulu-Natal,Durban,Internet Banking,Android,196.1.226.246,KwaZulu-Natal,Yes,No,14,13302.25,72,24,31,No Fraud,No,No Fraud,18-30
T0001206,C01162,****5409,2025-11-28,08:06:00,EFT,4089.74,Checkers,Grocery,Western Cape,Cape Town,Branch,Windows,196.1.42.135,Western Cape,Yes,No,19,15900.61,188,42,58,No Fraud,No,No Fraud,41-50
T0001207,C00975,****5014,2025-07-26,02:37:00,EFT,1433.42,Takealot,Electronics,Western Cape,Cape Town,ATM,iPhone,196.1.100.28,Western Cape,Yes,No,15,15646.87,196,50,20,No Fraud,No,No Fraud,41-50
T0001208,C00110,****4368,2025-07-24,02:39:00,Online Transfer,3975.63,Engen,Fuel,Gauteng,Johannesburg,ATM,iPhone,196.1.145.150,Gauteng,Yes,No,3,4137.6,104,49,3,No Fraud,No,No Fraud,41-50
T0001209,C00145,****9670,2025-12-15,10:34:00,EFT,4645.91,Engen,Fuel,Western Cape,Cape Town,Mobile App,Android,196.1.164.126,Western Cape,No,No,7,12745.12,87,53,15,No Fraud,No,No Fraud,51-60
T0001210,C00939,****5996,2025-10-16,06:50:00,ATM Withdrawal,386.78,Engen,Fuel,Western Cape,Cape Town,ATM,Mac,196.1.52.234,Western Cape,No,No,18,7085.26,148,62,52,No Fraud,No,No Fraud,61-70
T0001211,C00396,****9943,2025-08-29,15:09:00,EFT,4281.34,Eskom,Utilities,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.235.204,KwaZulu-Natal,Yes,No,10,13974.36,145,64,32,No Fraud,No,No Fraud,61-70
T0001212,C01073,****8730,2025-08-17,01:14:00,Online Transfer,112.65,Checkers,Grocery,Gauteng,Johannesburg,Internet Banking,Android,196.1.64.160,Gauteng,Yes,No,16,12726.67,217,27,38,No Fraud,No,No Fraud,18-30
T0001213,C00100,****2588,2025-07-04,23:25:00,ATM Withdrawal,377.24,Shoprite,Grocery,Eastern Cape,Gqeberha,ATM,Mac,196.1.229.170,Eastern Cape,No,No,16,18881.63,90,72,47,No Fraud,No,No Fraud,71-80
T0001214,C01014,****2778,2025-04-02,20:11:00,Online Transfer,2863.34,Takealot,Electronics,KwaZulu-Natal,Durban,Internet Banking,Android,196.1.173.65,KwaZulu-Natal,Yes,No,11,7009.71,44,75,69,No Fraud,No,No Fraud,71-80
T0001215,C00980,****7318,2025-09-06,10:45:00,ATM Withdrawal,3373.09,Checkers,Grocery,Eastern Cape,Gqeberha,Mobile App,Android,196.1.91.238,Eastern Cape,Yes,No,2,7134.8,39,39,9,No Fraud,No,No Fraud,31-40
T0001216,C00637,****7602,2025-11-16,06:46:00,Bill Payment,747.65,Shoprite,Grocery,Gauteng,Johannesburg,Branch,Android,196.1.210.249,Gauteng,No,No,4,16097.67,52,63,48,No Fraud,No,No Fraud,61-70
T0001217,C00149,****5989,2025-07-31,11:18:00,ATM Withdrawal,3020.25,Eskom,Utilities,Western Cape,Cape Town,ATM,Windows,196.1.16.8,Western Cape,Yes,No,7,10648.51,79,45,61,No Fraud,No,No Fraud,41-50
T0001218,C00833,****7201,2025-09-16,10:38:00,POS Purchase,984.27,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,Android,196.1.199.79,Gauteng,No,No,5,12760.55,44,80,32,No Fraud,No,No Fraud,71-80
T0001219,C00564,****9586,2025-02-02,17:48:00,ATM Withdrawal,1781.89,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,Android,196.1.195.187,Eastern Cape,Yes,No,15,8555.74,37,24,46,No Fraud,No,No Fraud,18-30
T0001220,C01189,****9475,2025-10-20,05:14:00,Online Transfer,980.82,Takealot,Electronics,Eastern Cape,Gqeberha,Branch,Windows,196.1.80.250,Eastern Cape,Yes,No,14,14368.1,151,28,1,No Fraud,No,No Fraud,18-30
T0001221,C00768,****1779,2025-11-22,06:41:00,Online Transfer,1017.15,Takealot,Electronics,Eastern Cape,Gqeberha,ATM,Android,196.1.214.106,Eastern Cape,No,No,11,15961.85,19,63,56,No Fraud,No,No Fraud,61-70
T0001222,C00475,****6984,2025-05-08,03:34:00,Online Transfer,1757.78,Checkers,Grocery,KwaZulu-Natal,Durban,Branch,Android,196.1.22.24,KwaZulu-Natal,No,No,5,3643.63,169,44,50,No Fraud,No,No Fraud,41-50
T0001223,C00590,****8891,2025-09-06,08:33:00,Bill Payment,4364.99,Checkers,Grocery,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.239.169,KwaZulu-Natal,Yes,No,19,5519.69,204,27,12,No Fraud,No,No Fraud,18-30
T0001224,C01067,****3766,2025-08-22,12:58:00,Deposit,308.38,Engen,Fuel,Eastern Cape,Gqeberha,Branch,Windows,196.1.159.157,Eastern Cape,No,No,6,15941.25,59,48,59,No Fraud,No,No Fraud,41-50
T0001225,C01171,****3488,2025-07-27,19:24:00,POS Purchase,4990.25,Engen,Fuel,Western Cape,Cape Town,Branch,Windows,196.1.161.47,Western Cape,Yes,No,10,16427.64,58,72,64,No Fraud,No,No Fraud,71-80
T0001226,C00825,****6417,2025-10-17,18:36:00,Online Transfer,3706.83,Shoprite,Grocery,Gauteng,Johannesburg,Internet Banking,Android,196.1.202.246,Gauteng,Yes,No,6,17649.57,51,41,43,No Fraud,No,No Fraud,41-50
T0001227,C00003,****2902,2025-08-07,21:55:00,ATM Withdrawal,1871.8,Engen,Fuel,Eastern Cape,Gqeberha,ATM,iPhone,196.1.97.94,Eastern Cape,Yes,No,11,8028.22,99,46,68,No Fraud,No,No Fraud,41-50
T0001228,C00079,****9878,2025-12-12,09:54:00,EFT,1249.36,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,Windows,196.1.246.9,Gauteng,Yes,No,5,18878.59,218,37,36,No Fraud,No,No Fraud,31-40
T0001229,C00882,****3954,2025-01-05,23:27:00,POS Purchase,4492.56,Shoprite,Grocery,Gauteng,Johannesburg,ATM,Mac,196.1.118.72,Gauteng,Yes,No,7,1362.68,225,51,38,No Fraud,No,No Fraud,51-60
T0001230,C00929,****5059,2025-11-22,08:27:00,POS Purchase,1957.83,Takealot,Electronics,KwaZulu-Natal,Durban,ATM,Mac,196.1.250.225,KwaZulu-Natal,Yes,No,6,964.96,138,65,19,No Fraud,No,No Fraud,61-70
T0001231,C00239,****6925,2025-12-29,02:51:00,EFT,1215.78,Eskom,Utilities,Eastern Cape,Gqeberha,Branch,Windows,196.1.132.86,Eastern Cape,Yes,No,16,10209.84,224,28,41,No Fraud,No,No Fraud,18-30
T0001232,C01039,****8035,2025-12-10,04:54:00,Deposit,1522.96,Shoprite,Grocery,Eastern Cape,Gqeberha,Branch,Windows,196.1.122.137,Eastern Cape,Yes,No,1,9772.68,169,26,22,No Fraud,No,No Fraud,18-30
T0001233,C01104,****3850,2025-12-15,07:14:00,Online Transfer,4163.39,Engen,Fuel,Eastern Cape,Gqeberha,Branch,iPhone,196.1.0.202,Eastern Cape,Yes,No,6,18688.16,234,65,68,No Fraud,No,No Fraud,61-70
T0001234,C00474,****7112,2025-07-28,17:23:00,POS Purchase,1272.19,Takealot,Electronics,Gauteng,Johannesburg,ATM,iPhone,196.1.163.137,Gauteng,Yes,No,18,9539.99,147,71,35,No Fraud,No,No Fraud,71-80
T0001235,C00939,****4543,2025-01-30,20:16:00,Online Transfer,274.53,Eskom,Utilities,Gauteng,Johannesburg,ATM,Windows,196.1.204.3,Gauteng,Yes,No,8,11419.77,198,42,49,No Fraud,No,No Fraud,41-50
T0001236,C01135,****9408,2025-12-13,08:24:00,POS Purchase,2374.45,Takealot,Electronics,KwaZulu-Natal,Durban,Mobile App,Android,196.1.113.252,KwaZulu-Natal,No,No,5,5585.25,180,58,19,No Fraud,No,No Fraud,51-60
T0001237,C00627,****2349,2025-08-20,04:50:00,Online Transfer,740.22,Engen,Fuel,KwaZulu-Natal,Durban,ATM,Mac,196.1.217.147,KwaZulu-Natal,Yes,No,3,17320.75,21,19,56,No Fraud,No,No Fraud,18-30
T0001238,C01143,****4181,2025-10-25,15:09:00,ATM Withdrawal,1032.18,Checkers,Grocery,Western Cape,Cape Town,ATM,iPhone,196.1.148.74,Western Cape,Yes,No,19,7726.5,157,67,51,No Fraud,No,No Fraud,61-70
T0001239,C00091,****8233,2025-05-14,21:24:00,Online Transfer,4718.73,Checkers,Grocery,Gauteng,Johannesburg,Mobile App,Windows,196.1.179.213,Gauteng,Yes,No,8,3062.31,14,51,9,No Fraud,No,No Fraud,51-60
T0001240,C00457,****1343,2025-11-25,04:50:00,ATM Withdrawal,571.55,Shoprite,Grocery,Gauteng,Johannesburg,Mobile App,Windows,196.1.198.164,Gauteng,Yes,No,5,15405.42,215,70,21,No Fraud,No,No Fraud,61-70
T0001241,C00102,****4895,2025-01-31,13:28:00,Bill Payment,3112.97,Eskom,Utilities,Western Cape,Cape Town,Internet Banking,Mac,196.1.22.125,Western Cape,Yes,No,13,15468.18,59,76,12,No Fraud,No,No Fraud,71-80
T0001242,C01014,****9858,2025-09-27,00:07:00,Deposit,980.25,Shoprite,Grocery,KwaZulu-Natal,Durban,Mobile App,iPhone,196.1.214.248,KwaZulu-Natal,Yes,No,11,191.05,145,39,39,No Fraud,No,No Fraud,31-40
T0001243,C00268,****2647,2025-08-04,20:25:00,Deposit,21825.73,Checkers,Grocery,Eastern Cape,Gqeberha,Mobile App,iPhone,196.1.112.49,Eastern Cape,Yes,No,13,9563.78,130,69,95,High Amount;New Device,Yes,Phishing,61-70
T0001244,C00859,****1434,2025-01-25,17:00:00,Bill Payment,3255.75,Shoprite,Grocery,Eastern Cape,Gqeberha,Mobile App,Mac,196.1.171.5,Eastern Cape,Yes,No,18,7813.94,195,44,13,No Fraud,No,No Fraud,41-50
T0001245,C00284,****2830,2025-04-24,09:37:00,Deposit,4567.5,Takealot,Electronics,KwaZulu-Natal,Durban,Branch,Android,196.1.157.254,KwaZulu-Natal,No,No,9,3258.72,78,19,8,No Fraud,No,No Fraud,18-30
T0001246,C00432,****9678,2025-12-23,03:29:00,Bill Payment,726.16,Shoprite,Grocery,Eastern Cape,Gqeberha,Mobile App,Android,196.1.149.172,Eastern Cape,No,No,3,18167.43,76,52,41,No Fraud,No,No Fraud,51-60
T0001247,C01097,****3401,2025-07-03,23:43:00,Bill Payment,257.44,Eskom,Utilities,Eastern Cape,Gqeberha,Mobile App,iPhone,196.1.107.62,Eastern Cape,Yes,No,13,3730.74,31,56,61,No Fraud,No,No Fraud,51-60
T0001248,C00895,****1829,2025-11-20,12:52:00,Bill Payment,4978.59,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,Mac,196.1.252.8,Gauteng,Yes,No,19,18093.35,90,29,47,No Fraud,No,No Fraud,18-30
T0001249,C00698,****1785,2025-04-24,22:09:00,Deposit,661.1,Shoprite,Grocery,Gauteng,Johannesburg,ATM,iPhone,196.1.223.127,Gauteng,Yes,No,1,12084.27,112,73,52,No Fraud,No,No Fraud,71-80
T0001250,C01058,****2426,2025-03-24,04:44:00,POS Purchase,1555.54,Shoprite,Grocery,Western Cape,Cape Town,Mobile App,iPhone,196.1.4.31,Western Cape,Yes,No,15,17365.08,120,67,52,No Fraud,No,No Fraud,61-70
T0001251,C00478,****9035,2025-03-15,23:45:00,ATM Withdrawal,1909.38,Engen,Fuel,Eastern Cape,Gqeberha,Mobile App,Windows,196.1.86.83,Eastern Cape,Yes,No,4,17154.6,76,54,44,No Fraud,No,No Fraud,51-60
T0001252,C00916,****8668,2025-08-28,17:58:00,ATM Withdrawal,3185.64,Eskom,Utilities,Gauteng,Johannesburg,Branch,iPhone,196.1.131.21,Gauteng,Yes,No,8,17969.48,50,64,39,No Fraud,No,No Fraud,61-70
T0001253,C00111,****4625,2025-11-24,20:07:00,POS Purchase,1406.96,Engen,Fuel,KwaZulu-Natal,Durban,ATM,Mac,196.1.138.175,KwaZulu-Natal,Yes,No,5,2824.8,122,35,49,No Fraud,No,No Fraud,31-40
T0001254,C00801,****9121,2025-12-04,06:59:00,ATM Withdrawal,1264.67,Takealot,Electronics,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.146.224,Eastern Cape,No,No,17,2600.02,71,71,22,No Fraud,No,No Fraud,71-80
T0001255,C00327,****3846,2025-09-12,21:47:00,EFT,4932.75,Engen,Fuel,Eastern Cape,Gqeberha,Branch,Mac,196.1.99.116,Eastern Cape,Yes,No,20,11245.91,34,31,7,No Fraud,No,No Fraud,31-40
T0001256,C00106,****7803,2025-06-21,02:35:00,Online Transfer,2259.82,Eskom,Utilities,Eastern Cape,Gqeberha,ATM,Windows,196.1.132.193,Eastern Cape,Yes,No,3,7461.44,151,64,33,No Fraud,No,No Fraud,61-70
T0001257,C01110,****2378,2025-01-31,20:22:00,ATM Withdrawal,368.51,Engen,Fuel,KwaZulu-Natal,Durban,Internet Banking,Windows,196.1.48.220,KwaZulu-Natal,No,No,4,4171.79,213,59,5,No Fraud,No,No Fraud,51-60
T0001258,C00869,****2706,2025-07-20,07:58:00,ATM Withdrawal,4463.63,Eskom,Utilities,Western Cape,Cape Town,Mobile App,Android,196.1.102.9,Western Cape,Yes,No,13,16444.31,226,61,42,No Fraud,No,No Fraud,61-70
T0001259,C00079,****2688,2025-06-03,13:41:00,Bill Payment,45815.45,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,Windows,196.1.37.70,Eastern Cape,Yes,Yes,8,19717.16,95,59,80,High Amount;New Device,Yes,Phishing,51-60
T0001260,C00584,****2624,2025-10-12,19:29:00,Online Transfer,2514.58,Takealot,Electronics,Eastern Cape,Gqeberha,Mobile App,Mac,196.1.45.123,Eastern Cape,Yes,No,1,17679.86,220,38,6,No Fraud,No,No Fraud,31-40
T0001261,C00535,****9059,2025-03-29,16:43:00,POS Purchase,4085.13,Eskom,Utilities,Gauteng,Johannesburg,Mobile App,Android,196.1.249.143,Gauteng,Yes,No,8,5880.27,60,53,67,No Fraud,No,No Fraud,51-60
T0001262,C01081,****7111,2025-08-12,05:29:00,ATM Withdrawal,2544.79,Shoprite,Grocery,Gauteng,Johannesburg,Internet Banking,Windows,196.1.113.184,Gauteng,Yes,No,6,2331.21,127,53,32,No Fraud,No,No Fraud,51-60
T0001263,C00186,****4138,2025-04-20,19:50:00,Online Transfer,1096.9,Engen,Fuel,Western Cape,Cape Town,Internet Banking,Mac,196.1.207.91,Western Cape,Yes,No,2,322.92,113,41,42,No Fraud,No,No Fraud,41-50
T0001264,C00300,****8696,2025-03-21,00:56:00,EFT,4500.71,Checkers,Grocery,Western Cape,Cape Town,Internet Banking,Mac,196.1.254.135,Western Cape,Yes,No,3,6964.02,126,79,6,No Fraud,No,No Fraud,71-80
T0001265,C00609,****1895,2025-09-09,14:57:00,EFT,1733.24,Checkers,Grocery,Western Cape,Cape Town,ATM,Android,196.1.190.195,Western Cape,Yes,No,2,15892.02,197,18,11,No Fraud,No,No Fraud,
T0001266,C00476,****6057,2025-11-29,04:18:00,ATM Withdrawal,2175.53,Shoprite,Grocery,Western Cape,Cape Town,Branch,iPhone,196.1.23.123,Western Cape,No,No,3,13709.44,162,54,36,No Fraud,No,No Fraud,51-60
T0001267,C01107,****8851,2025-06-16,12:05:00,Deposit,23912.11,Takealot,Electronics,Western Cape,Cape Town,Internet Banking,iPhone,196.1.229.225,Western Cape,Yes,No,1,6714.69,13,23,79,High Amount;New Device,Yes,Identity Theft,18-30
T0001268,C01085,****3656,2025-03-11,12:19:00,ATM Withdrawal,4137.19,Takealot,Electronics,Western Cape,Cape Town,Branch,Windows,196.1.67.138,Western Cape,No,No,18,16719.47,209,59,27,No Fraud,No,No Fraud,51-60
T0001269,C00968,****7165,2025-01-08,19:38:00,POS Purchase,3357.89,Checkers,Grocery,KwaZulu-Natal,Durban,Branch,Windows,196.1.238.65,KwaZulu-Natal,Yes,No,8,2974.07,19,60,52,No Fraud,No,No Fraud,51-60
T0001270,C00371,****5920,2025-04-22,02:52:00,Online Transfer,1117.68,Checkers,Grocery,Western Cape,Cape Town,Branch,Android,196.1.253.66,Western Cape,Yes,No,0,11210.53,212,73,62,No Fraud,No,No Fraud,71-80
T0001271,C00043,****6608,2025-01-27,09:28:00,ATM Withdrawal,1963.74,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,Android,196.1.106.234,Gauteng,Yes,No,7,8170.94,134,37,68,No Fraud,No,No Fraud,31-40
T0001272,C00033,****8625,2025-02-24,08:35:00,Bill Payment,3697.04,Engen,Fuel,Eastern Cape,Gqeberha,ATM,iPhone,196.1.5.238,Eastern Cape,No,No,0,15334.94,174,52,19,No Fraud,No,No Fraud,51-60
T0001273,C00580,****6711,2025-11-23,12:41:00,EFT,53.52,Eskom,Utilities,Gauteng,Johannesburg,ATM,Windows,196.1.58.61,Gauteng,Yes,No,2,7785.58,158,27,29,No Fraud,No,No Fraud,18-30
T0001274,C00678,****7864,2025-11-14,10:13:00,EFT,2832.4,Checkers,Grocery,KwaZulu-Natal,Durban,Mobile App,Mac,196.1.31.223,KwaZulu-Natal,Yes,No,9,6365.71,51,38,60,No Fraud,No,No Fraud,31-40
T0001275,C00219,****3542,2025-10-02,15:41:00,POS Purchase,1614.21,Shoprite,Grocery,Eastern Cape,Gqeberha,Internet Banking,iPhone,196.1.50.19,Eastern Cape,Yes,No,14,14531.37,231,40,45,No Fraud,No,No Fraud,31-40
T0001276,C01130,****8077,2025-05-23,01:22:00,POS Purchase,4597.46,Shoprite,Grocery,KwaZulu-Natal,Durban,Mobile App,Mac,196.1.62.144,KwaZulu-Natal,Yes,No,6,10894.88,22,62,42,No Fraud,No,No Fraud,61-70
T0001277,C00852,****6939,2025-06-29,20:17:00,Online Transfer,4315.06,Engen,Fuel,Gauteng,Johannesburg,Branch,Mac,196.1.223.20,Gauteng,No,No,8,5424.02,93,75,38,No Fraud,No,No Fraud,71-80
T0001278,C00727,****3635,2025-02-26,15:50:00,Bill Payment,4104.81,Shoprite,Grocery,Gauteng,Johannesburg,Branch,Mac,196.1.18.136,Gauteng,No,No,0,6324.0,134,73,22,No Fraud,No,No Fraud,71-80
